forum_id|person_id|joinDate
202840|6906|2013-01-09T03:07:02Z
202880|6906|2011-05-22T05:11:11Z
202900|6906|2011-05-30T10:59:32Z
202920|6906|2011-03-13T05:31:02Z
202940|6906|2012-09-16T02:56:09Z
202960|6906|2012-07-11T05:47:07Z
202980|6906|2011-11-28T04:15:31Z
203000|6906|2010-06-20T00:31:49Z
203020|6906|2011-08-24T02:29:55Z
203040|6906|2012-11-19T01:47:11Z
203060|6906|2013-01-06T02:12:39Z
203080|6906|2011-03-30T05:38:56Z
203100|6906|2012-12-28T09:53:03Z
203140|6906|2012-10-20T02:12:36Z
203160|6906|2012-10-24T07:37:15Z
203180|6906|2012-01-30T07:24:14Z
203200|6906|2012-07-29T01:53:55Z
203220|6906|2012-08-06T00:44:55Z
203240|6906|2012-02-29T09:02:40Z
203260|6906|2013-01-19T11:10:31Z
203320|6906|2011-09-27T10:26:40Z
203340|6906|2012-12-03T06:06:07Z
203360|6906|2012-10-07T03:49:54Z
203520|6906|2012-11-04T01:32:16Z
203540|6906|2012-02-23T05:15:30Z
203580|6906|2010-12-19T02:46:20Z
203620|6906|2012-09-21T06:26:12Z
203640|6906|2012-10-25T03:44:07Z
203660|6906|2012-03-09T08:57:28Z
203680|6906|2011-07-08T05:49:49Z
203700|6906|2011-08-28T00:49:27Z
203720|6906|2012-12-09T09:37:43Z
203740|6906|2011-08-23T04:47:58Z
203760|6906|2012-05-01T10:51:15Z
203780|6906|2012-09-18T05:30:37Z
203800|6906|2012-06-27T09:20:00Z
203820|6906|2012-09-13T09:42:53Z
203840|6906|2013-01-12T03:30:00Z
203880|6906|2010-12-07T10:21:54Z
203920|6906|2012-10-26T04:30:30Z
203940|6906|2013-01-16T05:09:54Z
203960|6906|2010-12-03T06:58:40Z
203980|6906|2012-10-04T10:19:29Z
204000|6906|2012-10-12T01:05:04Z
204020|6906|2011-12-01T06:54:55Z
204040|6906|2012-09-19T07:46:40Z
204060|6906|2011-06-12T11:08:58Z
204080|6906|2013-01-25T07:36:28Z
204100|6906|2012-10-09T05:04:52Z
204120|6906|2011-12-29T07:20:59Z
204140|6906|2012-07-10T10:12:11Z
204180|6906|2011-12-26T00:39:59Z
204200|6906|2012-12-18T08:19:34Z
204220|6906|2010-12-03T02:17:00Z
204240|6906|2012-09-03T05:40:49Z
204260|6906|2013-01-17T02:07:52Z
204300|6906|2013-01-25T00:59:28Z
204320|6906|2012-12-25T08:55:22Z
204360|6906|2013-01-07T04:40:26Z
204440|6906|2012-10-26T04:00:24Z
204520|6906|2012-12-05T03:43:59Z
204540|6906|2012-01-19T11:32:23Z
204560|6906|2012-06-04T10:53:23Z
204580|6906|2012-06-14T04:33:36Z
204600|6906|2012-08-30T05:31:35Z
204660|6906|2012-07-25T01:11:41Z
204680|6906|2012-12-03T01:46:00Z
204700|6906|2012-08-24T02:19:45Z
204720|6906|2012-11-03T10:49:07Z
204740|6906|2012-10-21T04:34:18Z
204760|6906|2012-06-14T00:47:37Z
204800|6906|2012-02-26T05:26:17Z
204820|6906|2012-12-23T02:50:56Z
204840|6906|2013-01-22T05:08:54Z
204880|6906|2012-04-14T10:04:12Z
204900|6906|2012-01-17T07:28:55Z
204920|6906|2013-01-20T03:40:12Z
204940|6906|2012-02-17T11:08:43Z
204960|6906|2012-02-29T11:28:07Z
205020|6906|2011-06-28T00:17:05Z
205080|6906|2012-02-11T11:37:26Z
205120|6906|2011-07-20T00:45:46Z
205140|6906|2012-06-23T07:43:30Z
205160|6906|2012-08-22T05:12:49Z
205180|6906|2012-12-01T04:14:16Z
205200|6906|2012-03-09T01:18:58Z
205260|6906|2013-01-09T10:40:03Z
205280|6906|2012-04-04T04:39:14Z
205320|6906|2012-03-26T01:16:40Z
205340|6906|2011-02-13T01:57:04Z
139900|6906|2011-07-28T10:25:46Z
205600|6906|2012-10-05T11:51:34Z
205620|6906|2013-01-26T10:41:21Z
205660|6906|2013-01-21T02:53:05Z
205680|6906|2012-10-21T04:45:51Z
205700|6906|2013-01-30T03:26:56Z
205720|6906|2012-12-26T06:27:57Z
205740|6906|2012-12-10T03:17:51Z
205780|6906|2012-07-18T05:48:53Z
205820|6906|2012-04-09T01:45:20Z
205880|6906|2012-07-25T05:23:45Z
205920|6906|2012-11-30T01:14:03Z
205940|6906|2012-09-08T07:26:38Z
205960|6906|2012-02-12T01:19:08Z
189600|6906|2011-11-23T06:03:17Z
135820|6906|2012-02-13T11:13:18Z
206620|6906|2013-01-01T05:24:50Z
206640|6906|2012-10-13T03:50:09Z
206680|6906|2013-01-30T05:26:54Z
206700|6906|2012-12-08T07:19:18Z
206740|6906|2012-10-04T05:42:53Z
206760|6906|2013-01-28T03:37:08Z
206780|6906|2012-11-07T00:58:41Z
206800|6906|2012-09-07T04:39:56Z
206840|6906|2012-08-11T01:22:59Z
133640|6906|2011-09-04T08:51:20Z
350060|6906|2012-10-20T06:04:34Z
350080|6906|2013-01-25T08:11:01Z
350100|6906|2012-03-28T02:58:53Z
350120|6906|2012-09-29T02:26:12Z
350180|6906|2012-10-27T01:52:46Z
350200|6906|2012-09-13T03:36:53Z
350220|6906|2013-01-08T10:24:21Z
350240|6906|2012-02-18T06:52:52Z
350260|6906|2013-01-12T04:40:32Z
350280|6906|2012-07-02T05:09:29Z
350320|6906|2012-10-12T09:57:37Z
350360|6906|2013-01-27T10:17:54Z
350380|6906|2013-01-29T03:28:26Z
350420|6906|2012-12-11T03:29:29Z
350440|6906|2012-12-21T08:46:06Z
350460|6906|2012-11-08T10:27:37Z
350480|6906|2012-06-22T05:09:11Z
350500|6906|2012-03-31T08:38:30Z
350520|6906|2012-11-17T10:29:05Z
350540|6906|2012-11-28T06:15:17Z
350560|6906|2012-09-29T01:58:49Z
350580|6906|2012-10-09T07:16:01Z
350600|6906|2012-10-23T10:32:30Z
350620|6906|2012-11-20T10:29:59Z
350640|6906|2012-03-31T05:25:31Z
350680|6906|2012-09-29T07:11:35Z
350700|6906|2013-01-13T05:35:52Z
350720|6906|2013-01-24T01:50:44Z
350740|6906|2012-09-11T00:59:45Z
350800|6906|2012-10-16T11:56:58Z
350820|6906|2012-05-18T08:36:41Z
350840|6906|2012-05-01T08:17:28Z
350860|6906|2013-01-25T02:53:06Z
350900|6906|2012-12-02T03:24:06Z
350920|6906|2012-08-04T01:28:26Z
350940|6906|2012-10-29T11:38:50Z
350960|6906|2012-10-21T02:06:05Z
350980|6906|2012-08-17T10:05:43Z
351000|6906|2012-11-29T00:04:36Z
351040|6906|2013-01-21T10:11:34Z
351060|6906|2013-01-29T04:39:39Z
351080|6906|2013-01-21T05:03:24Z
351100|6906|2013-01-03T06:34:15Z
351140|6906|2012-07-31T08:17:55Z
351160|6906|2012-08-27T01:15:21Z
351180|6906|2013-01-16T08:09:50Z
351320|6906|2012-12-01T00:53:57Z
351340|6906|2012-04-09T07:24:23Z
351360|6906|2012-10-29T10:02:01Z
351380|6906|2013-01-23T09:25:02Z
351400|6906|2012-12-15T06:28:22Z
140800|6906|2012-04-23T03:25:15Z
117260|6906|2012-11-14T01:03:49Z
122380|6906|2011-07-15T10:11:03Z
114120|6906|2011-09-10T10:50:53Z
780340|6906|2012-06-07T11:48:12Z
780360|6906|2012-12-04T03:13:51Z
780380|6906|2013-01-21T07:33:20Z
780400|6906|2012-05-26T08:06:37Z
780420|6906|2012-04-01T10:49:07Z
780440|6906|2012-05-26T11:21:13Z
780460|6906|2012-12-17T08:43:55Z
780500|6906|2012-12-14T00:45:26Z
780520|6906|2012-03-26T09:08:12Z
780560|6906|2012-12-14T05:35:02Z
780580|6906|2012-02-25T09:45:40Z
780620|6906|2012-12-12T05:57:35Z
780640|6906|2012-12-21T04:04:28Z
780680|6906|2012-11-15T11:17:13Z
780700|6906|2012-10-20T00:09:23Z
780720|6906|2012-05-31T09:46:38Z
780740|6906|2012-01-26T11:53:44Z
780760|6906|2012-09-17T01:41:51Z
780800|6906|2012-10-21T06:00:55Z
780820|6906|2012-02-27T04:19:56Z
780860|6906|2012-05-21T01:55:23Z
780880|6906|2013-01-14T08:34:17Z
780920|6906|2012-10-26T10:46:14Z
780940|6906|2013-01-28T04:31:01Z
780960|6906|2013-01-15T01:02:51Z
781000|6906|2012-10-19T03:07:18Z
781040|6906|2012-02-03T09:31:24Z
781060|6906|2012-08-31T05:36:58Z
781080|6906|2012-11-23T09:44:52Z
781100|6906|2012-10-31T10:04:25Z
781120|6906|2013-01-20T03:26:42Z
781140|6906|2013-01-29T03:32:45Z
781160|6906|2012-12-08T07:59:16Z
781180|6906|2013-01-12T02:23:22Z
781220|6906|2012-11-05T07:40:23Z
781240|6906|2012-11-18T04:36:12Z
781260|6906|2012-12-29T04:31:15Z
781280|6906|2013-01-04T07:07:59Z
781300|6906|2012-12-23T11:21:13Z
781320|6906|2012-07-15T11:21:46Z
118080|6906|2011-03-22T09:47:12Z
1236780|6906|2012-07-26T11:48:44Z
1236800|6906|2013-01-27T05:26:46Z
1236820|6906|2012-10-31T05:22:26Z
1236840|6906|2012-08-30T05:04:45Z
1236860|6906|2012-02-04T00:03:42Z
1236900|6906|2011-09-24T08:35:39Z
1236940|6906|2012-06-11T08:47:45Z
1236960|6906|2012-09-26T03:44:32Z
1237000|6906|2012-05-05T09:18:42Z
1237020|6906|2012-10-21T06:53:48Z
1237040|6906|2012-12-06T02:42:52Z
1237060|6906|2012-08-03T01:01:51Z
1237080|6906|2012-11-21T07:38:05Z
1237140|6906|2011-10-29T06:09:17Z
1237160|6906|2013-01-26T00:14:22Z
1237180|6906|2012-08-21T03:53:08Z
1237200|6906|2011-12-10T04:41:50Z
1237220|6906|2012-07-14T05:48:41Z
1237260|6906|2012-07-12T06:30:13Z
1237280|6906|2013-01-26T04:43:48Z
1237300|6906|2012-06-04T11:55:57Z
1237320|6906|2012-07-16T06:15:14Z
1237340|6906|2011-08-27T10:06:52Z
1237360|6906|2012-10-12T00:09:23Z
1237380|6906|2012-10-30T04:52:55Z
1237440|6906|2012-09-01T08:20:24Z
1237480|6906|2012-05-03T00:25:33Z
1237500|6906|2012-05-13T02:19:45Z
1237540|6906|2013-01-15T11:05:34Z
1237560|6906|2012-10-29T08:59:23Z
1237580|6906|2013-01-31T03:45:13Z
1237600|6906|2012-06-18T11:19:15Z
1237620|6906|2012-02-04T08:08:17Z
1237660|6906|2012-09-19T05:42:10Z
1237680|6906|2012-10-21T11:05:21Z
1237720|6906|2012-11-06T03:24:32Z
1237740|6906|2012-12-14T08:41:42Z
1237780|6906|2012-07-17T05:05:10Z
1237800|6906|2012-07-25T10:18:32Z
1237840|6906|2013-01-04T00:31:27Z
1237860|6906|2012-06-08T05:39:45Z
1237900|6906|2012-05-26T00:43:57Z
1237920|6906|2012-08-08T01:49:43Z
1237940|6906|2013-01-19T06:07:07Z
1237980|6906|2013-01-13T01:45:06Z
1238000|6906|2013-01-06T06:05:15Z
1238040|6906|2012-03-22T00:09:16Z
1238080|6906|2012-12-17T03:39:25Z
1238120|6906|2012-05-24T02:26:45Z
1238140|6906|2012-06-05T04:01:12Z
1238180|6906|2013-01-24T11:16:45Z
1238200|6906|2012-11-23T05:43:26Z
1238220|6906|2012-09-28T08:00:31Z
1238240|6906|2012-11-29T11:38:15Z
1238260|6906|2012-05-08T08:35:28Z
1238320|6906|2013-01-16T05:02:41Z
1238360|6906|2012-10-16T01:19:00Z
1238400|6906|2012-12-14T02:13:14Z
1238420|6906|2013-01-01T10:07:59Z
1238440|6906|2012-10-14T05:03:08Z
1238460|6906|2012-12-15T05:38:49Z
1238540|6906|2012-04-16T10:37:30Z
1238560|6906|2012-12-05T04:48:59Z
1238580|6906|2012-06-03T00:17:44Z
149920|6906|2011-03-12T02:30:30Z
1250360|6906|2013-01-24T02:43:23Z
1250400|6906|2013-01-30T05:22:05Z
1250420|6906|2012-07-08T09:56:20Z
1250440|6906|2012-03-23T01:18:38Z
1250460|6906|2012-11-23T11:06:39Z
1250480|6906|2012-11-03T10:05:16Z
1250500|6906|2012-07-15T06:00:00Z
1250520|6906|2012-08-18T08:19:26Z
1250560|6906|2013-01-20T08:37:55Z
1250580|6906|2012-12-17T03:42:48Z
1250600|6906|2011-12-14T04:12:43Z
1250640|6906|2011-10-28T08:21:08Z
1250680|6906|2013-01-02T01:42:40Z
1250700|6906|2013-01-28T03:41:27Z
1250740|6906|2013-01-10T09:43:49Z
1250760|6906|2011-12-05T06:03:39Z
1250800|6906|2012-02-09T02:24:18Z
1250840|6906|2012-08-24T03:35:33Z
1250940|6906|2012-08-19T11:53:56Z
1250960|6906|2013-01-09T06:04:36Z
1251000|6906|2012-10-16T02:57:03Z
1251020|6906|2011-07-04T10:02:41Z
1251040|6906|2012-03-29T04:42:22Z
1251060|6906|2013-01-10T09:51:12Z
1251080|6906|2012-11-20T11:05:55Z
1251100|6906|2013-01-17T05:09:16Z
1251120|6906|2012-11-14T09:23:14Z
1251140|6906|2012-07-14T05:51:59Z
1251180|6906|2012-10-21T11:46:18Z
1251200|6906|2013-01-23T00:28:53Z
1251260|6906|2012-02-29T00:01:05Z
1251280|6906|2012-04-28T04:13:25Z
1251300|6906|2012-12-23T08:17:30Z
1251320|6906|2013-01-26T00:53:50Z
1251360|6906|2012-04-13T06:26:22Z
1251400|6906|2012-12-19T09:19:44Z
1251420|6906|2012-06-24T08:06:04Z
1251440|6906|2013-01-09T08:40:01Z
1251460|6906|2012-11-24T07:02:25Z
1251540|6906|2011-12-04T05:37:04Z
1251560|6906|2012-07-14T01:29:48Z
1251580|6906|2013-01-31T05:46:48Z
1251600|6906|2013-01-30T01:16:10Z
1251640|6906|2013-01-10T02:59:58Z
1251660|6906|2013-01-30T10:47:14Z
1251680|6906|2012-02-29T10:41:09Z
1251700|6906|2012-09-06T11:45:00Z
1251720|6906|2012-09-08T08:04:35Z
1251760|6906|2012-06-12T11:58:49Z
1251800|6906|2012-04-04T03:52:00Z
1251820|6906|2012-11-11T09:41:03Z
1251840|6906|2013-01-23T07:04:31Z
1251860|6906|2012-11-20T03:39:46Z
1251880|6906|2012-09-08T03:37:59Z
1251900|6906|2012-07-10T11:29:18Z
1251920|6906|2012-09-26T01:09:45Z
1251940|6906|2011-11-19T10:01:20Z
1251960|6906|2012-04-16T10:02:43Z
1251980|6906|2012-10-01T09:37:49Z
1252000|6906|2012-11-09T11:04:39Z
1252020|6906|2012-12-21T02:33:53Z
1252040|6906|2013-01-15T02:42:28Z
1252060|6906|2012-07-26T11:23:02Z
1252080|6906|2012-11-19T09:02:06Z
1252100|6906|2012-03-22T07:01:40Z
1252120|6906|2012-12-03T03:38:38Z
1252140|6906|2012-07-23T07:11:09Z
117620|6906|2012-02-16T11:18:42Z
1257760|6906|2013-01-23T11:46:14Z
1257800|6906|2012-11-08T03:07:53Z
1257820|6906|2012-10-03T07:25:51Z
1257840|6906|2013-01-12T05:43:26Z
1257900|6906|2012-08-17T03:01:58Z
1257920|6906|2012-09-29T05:16:59Z
1257940|6906|2012-11-09T09:11:22Z
1257960|6906|2012-11-29T07:51:27Z
138020|6906|2011-08-20T09:42:02Z
1299560|6906|2013-01-27T00:49:22Z
1299580|6906|2012-11-22T01:10:25Z
1299600|6906|2012-03-19T07:19:42Z
1299620|6906|2012-11-12T00:07:58Z
1299640|6906|2012-12-13T00:29:55Z
1299660|6906|2012-09-22T05:06:34Z
1299700|6906|2012-12-12T11:11:38Z
1299720|6906|2013-01-31T10:08:23Z
1299740|6906|2012-10-14T06:59:43Z
1299760|6906|2012-12-24T09:03:42Z
1299800|6906|2012-10-05T02:14:20Z
1299820|6906|2012-10-12T11:48:43Z
1299840|6906|2012-10-31T03:03:45Z
1299860|6906|2013-01-27T11:30:30Z
1299880|6906|2013-01-21T03:41:54Z
1299920|6906|2012-04-19T08:59:49Z
1299940|6906|2012-12-30T11:08:51Z
1299960|6906|2012-04-15T04:25:41Z
1299980|6906|2012-08-11T04:42:37Z
1300000|6906|2012-11-29T10:27:31Z
1300020|6906|2013-01-26T08:32:28Z
1300040|6906|2012-07-31T06:39:12Z
1300060|6906|2012-12-24T01:05:52Z
1300080|6906|2013-01-02T07:34:04Z
1300100|6906|2013-01-23T08:39:58Z
1300140|6906|2012-03-18T11:55:39Z
1300160|6906|2012-12-25T07:39:32Z
1300200|6906|2012-11-15T08:05:13Z
1300240|6906|2012-08-29T07:33:38Z
1300280|6906|2012-05-31T01:53:50Z
1300300|6906|2012-06-02T08:07:10Z
1300340|6906|2013-01-10T09:53:27Z
1300360|6906|2012-09-01T08:23:07Z
1300380|6906|2012-08-16T06:36:18Z
1300400|6906|2012-02-04T11:38:00Z
1300420|6906|2012-12-04T07:01:35Z
1300440|6906|2013-01-27T08:40:36Z
1300460|6906|2012-08-31T10:07:20Z
1300480|6906|2012-10-03T06:28:06Z
1300500|6906|2013-01-06T08:05:32Z
1300520|6906|2012-12-07T09:21:19Z
1300540|6906|2012-01-28T09:45:57Z
1300560|6906|2012-12-19T02:08:04Z
1300580|6906|2011-11-29T03:31:03Z
149000|6906|2010-12-27T09:48:11Z
1467740|6906|2011-10-17T02:02:03Z
1467760|6906|2012-12-23T08:30:20Z
1467780|6906|2012-03-01T08:46:34Z
1467800|6906|2012-02-28T06:35:29Z
1467820|6906|2012-08-20T11:46:14Z
1467860|6906|2011-12-25T09:57:03Z
1467880|6906|2012-09-29T02:37:17Z
1467900|6906|2011-10-29T00:48:19Z
1467920|6906|2012-05-20T03:17:43Z
1467960|6906|2012-02-11T06:17:27Z
1467980|6906|2012-09-30T03:49:48Z
1468020|6906|2012-11-15T03:12:13Z
1468040|6906|2013-01-30T05:10:13Z
1468060|6906|2012-10-23T02:34:46Z
1468080|6906|2012-09-28T11:25:52Z
1468100|6906|2012-01-29T09:51:37Z
1468120|6906|2012-08-06T03:03:01Z
1468140|6906|2011-06-18T06:53:41Z
1468180|6906|2013-01-05T05:10:29Z
1468200|6906|2013-01-03T10:21:58Z
1468220|6906|2011-10-08T10:01:03Z
1468260|6906|2013-01-31T10:45:40Z
1468280|6906|2012-10-07T08:22:15Z
1468300|6906|2011-03-09T00:37:45Z
1468320|6906|2012-12-05T04:46:40Z
1468340|6906|2011-09-13T10:27:40Z
1468360|6906|2011-02-21T09:17:44Z
1468380|6906|2011-09-13T10:45:31Z
1468400|6906|2012-03-13T11:31:08Z
1468420|6906|2013-01-05T06:42:45Z
1468460|6906|2012-07-30T10:23:54Z
1468480|6906|2012-12-18T11:39:14Z
1468500|6906|2013-01-07T10:23:05Z
1468640|6906|2012-12-30T02:59:48Z
1468660|6906|2012-07-06T06:36:13Z
1468680|6906|2012-12-30T00:44:56Z
1468700|6906|2013-01-01T05:46:47Z
1468720|6906|2012-09-07T03:10:19Z
1468740|6906|2012-05-17T07:07:05Z
1468760|6906|2012-04-11T11:53:11Z
109260|6906|2010-04-20T03:46:25Z
145580|6906|2010-06-27T08:08:34Z
1595160|6906|2011-04-06T06:31:59Z
1595200|6906|2012-11-14T10:16:49Z
1595220|6906|2012-06-07T02:18:36Z
1595240|6906|2012-11-25T06:38:23Z
1595280|6906|2012-12-02T11:32:40Z
1595300|6906|2012-05-10T07:55:00Z
1595320|6906|2011-12-18T01:58:47Z
1595360|6906|2011-12-24T00:10:50Z
1595380|6906|2012-06-15T02:55:17Z
1595400|6906|2012-06-03T05:56:56Z
1595440|6906|2012-05-05T08:03:32Z
1595460|6906|2012-03-02T08:10:17Z
1595480|6906|2012-07-08T11:53:03Z
1595500|6906|2012-09-29T02:43:16Z
1595520|6906|2012-02-02T09:28:36Z
1595540|6906|2012-10-18T06:45:41Z
1595580|6906|2012-12-11T03:41:47Z
1595600|6906|2011-12-13T11:15:34Z
1595620|6906|2011-08-07T01:02:06Z
1595640|6906|2012-11-17T11:30:52Z
1595660|6906|2012-10-11T06:07:07Z
1595700|6906|2012-10-20T05:26:36Z
1595740|6906|2012-03-02T06:10:48Z
1595760|6906|2011-05-31T02:58:36Z
1595780|6906|2012-09-16T08:27:53Z
1595820|6906|2013-01-23T05:57:06Z
1595860|6906|2012-09-14T11:13:22Z
1595900|6906|2011-07-26T11:04:01Z
1595920|6906|2013-01-08T11:39:32Z
1595940|6906|2011-11-29T07:04:37Z
1595960|6906|2012-11-22T02:04:15Z
1595980|6906|2012-04-11T08:17:16Z
1596020|6906|2011-05-14T05:38:20Z
1596060|6906|2011-02-04T09:29:30Z
1596080|6906|2011-11-28T01:07:24Z
1596100|6906|2012-02-21T03:23:01Z
1596120|6906|2012-01-10T06:01:14Z
1596140|6906|2012-10-10T11:44:18Z
1596160|6906|2012-12-13T04:31:01Z
1596180|6906|2012-05-29T08:31:29Z
1596220|6906|2011-12-23T03:35:26Z
1596240|6906|2012-12-02T06:34:58Z
1596260|6906|2012-05-02T04:06:47Z
1596280|6906|2013-01-24T05:02:27Z
1596300|6906|2012-06-21T09:44:17Z
1596320|6906|2012-12-08T04:36:38Z
1596340|6906|2012-04-07T09:51:50Z
1596380|6906|2013-01-23T02:10:52Z
1596420|6906|2012-08-12T08:25:48Z
1596460|6906|2012-06-29T00:11:42Z
1596480|6906|2012-12-13T00:30:25Z
1596520|6906|2012-05-16T02:13:08Z
1596540|6906|2012-06-05T00:46:01Z
1596620|6906|2012-07-29T05:18:28Z
1596640|6906|2012-01-07T03:48:44Z
1596680|6906|2012-08-18T07:19:35Z
1596700|6906|2011-11-17T02:01:11Z
1596720|6906|2012-10-20T11:12:25Z
1596740|6906|2012-12-24T03:56:57Z
1596760|6906|2012-08-07T10:56:15Z
1596780|6906|2012-08-04T09:31:35Z
1596800|6906|2011-06-17T01:49:37Z
1596820|6906|2011-12-21T11:05:22Z
1596920|6906|2012-06-19T11:49:52Z
1596940|6906|2012-12-21T00:03:59Z
1597000|6906|2012-04-27T03:03:51Z
1597020|6906|2013-01-06T02:35:28Z
1597060|6906|2012-07-25T02:35:15Z
1597100|6906|2012-04-21T04:45:51Z
1597120|6906|2012-10-29T10:02:53Z
1597140|6906|2012-07-17T03:10:44Z
1597160|6906|2012-05-26T02:53:45Z
1597180|6906|2012-10-27T03:35:45Z
1597200|6906|2012-09-27T03:28:47Z
1597240|6906|2011-02-02T06:50:29Z
1597260|6906|2012-05-05T02:24:19Z
1597280|6906|2013-01-31T07:27:48Z
1597300|6906|2010-10-17T00:16:17Z
1597320|6906|2012-04-07T06:40:15Z
1597340|6906|2012-07-17T08:54:45Z
1597360|6906|2011-07-21T03:25:11Z
1597400|6906|2012-09-09T02:09:20Z
1597420|6906|2012-10-02T04:05:14Z
1597440|6906|2013-01-10T11:16:57Z
1597460|6906|2012-12-04T07:39:28Z
1597480|6906|2012-12-31T04:33:05Z
1597500|6906|2013-01-03T01:23:40Z
1597520|6906|2011-08-26T03:34:41Z
1597560|6906|2012-08-02T00:57:11Z
1597580|6906|2012-11-15T10:37:49Z
1597600|6906|2012-09-08T00:44:49Z
1597620|6906|2012-06-27T01:48:29Z
1597680|6906|2013-01-01T10:23:42Z
137500|6906|2012-02-04T05:41:59Z
1700680|6906|2012-06-02T10:15:33Z
1700700|6906|2013-01-23T11:19:56Z
1700740|6906|2012-12-27T08:37:33Z
1700760|6906|2013-01-25T06:51:07Z
1700780|6906|2012-12-17T10:36:58Z
1700800|6906|2013-01-31T00:25:50Z
1700820|6906|2013-01-01T05:26:43Z
1700840|6906|2012-09-27T04:07:49Z
1700860|6906|2012-05-14T01:45:29Z
1700880|6906|2013-01-20T03:19:52Z
1700900|6906|2012-09-29T09:44:13Z
1700920|6906|2012-12-14T01:04:09Z
1700940|6906|2012-04-17T10:46:32Z
1700960|6906|2012-10-15T01:55:04Z
1700980|6906|2012-08-18T03:38:46Z
1701000|6906|2012-07-23T10:23:56Z
1701020|6906|2012-10-25T03:23:10Z
1701040|6906|2012-07-19T09:17:51Z
1701060|6906|2012-12-09T05:37:45Z
1701100|6906|2012-12-24T10:15:37Z
1701160|6906|2012-05-30T07:24:28Z
1701180|6906|2012-11-01T05:49:33Z
1701200|6906|2012-04-18T08:23:22Z
1701220|6906|2013-01-15T10:05:50Z
1701240|6906|2012-05-11T08:03:18Z
1701340|6906|2012-06-01T06:38:43Z
1701360|6906|2012-06-27T00:47:25Z
1701380|6906|2012-09-27T07:49:48Z
1701400|6906|2012-12-10T03:04:54Z
1701420|6906|2012-06-11T06:46:11Z
1701460|6906|2012-07-09T02:58:10Z
1701480|6906|2012-12-22T07:59:22Z
1701500|6906|2013-01-15T09:25:22Z
1701520|6906|2012-09-06T08:36:46Z
1701560|6906|2013-01-14T04:12:18Z
1701640|6906|2013-01-21T06:36:21Z
1701680|6906|2012-12-13T04:29:03Z
1701700|6906|2013-01-19T07:27:08Z
136320|6906|2011-05-03T09:03:38Z
1909260|6906|2012-10-13T02:02:51Z
1909280|6906|2012-09-04T11:36:29Z
1909300|6906|2012-12-16T01:09:52Z
1909360|6906|2012-04-28T04:00:13Z
