comment_id|person_id
548400|7998
549360|7998
550170|7998
550930|7998
550980|7998
552080|1426
553080|7998
553880|7998
554240|6995
554260|3425
554290|8372
554300|8899
554330|2196
557990|7998
558380|7998
562340|7998
562720|7998
562800|7998
562890|1426
563260|7998
563380|7998
563400|7998
563930|7998
564020|7998
567770|7998
568690|8372
571020|7998
571410|7998
572370|7998
573050|7998
573350|7998
573400|7998
574160|7998
574340|7998
574680|7998
575450|7998
577230|7998
577240|7998
578000|7998
579730|7998
579920|7998
580990|7998
583270|7998
583430|7998
584160|7998
584900|7998
584920|8888
584950|7998
585100|7998
585680|7998
586050|7998
587180|7998
588930|7998
589250|7998
589900|7998
590140|7998
590940|7998
591260|7998
591380|7998
591390|7998
595200|7998
595430|7998
596100|7998
596120|7998
597570|7998
598850|7998
599680|7998
601560|7998
601910|7998
602560|7998
603720|7998
605170|7998
605980|7998
606330|8372
606390|6995
606400|7998
606620|7998
606650|7998
606660|7998
607000|7998
607130|7998
607860|7998
609010|7998
611870|7998
612450|7998
614650|7998
615540|7998
615900|7998
616300|7998
616930|7998
617490|7998
617680|7998
619290|7998
619410|7998
623070|7998
625170|7998
625690|7998
626340|7998
628430|7998
629990|7998
630830|7998
631130|7998
631330|7998
644120|7998
645490|8372
652400|1426
652720|2196
652770|8899
654700|2196
654770|2343
655940|2196
674380|2196
674400|8899
677620|38
677660|8899
677770|7998
684670|38
690210|8899
690220|1426
695470|8899
696210|2343
696330|2263
706320|38
719550|8899
736180|8372
756850|1426
766610|7998
776520|2196
776590|1426
788500|2343
788510|1426
794420|38
794490|38
794540|2196
809490|8372
812810|38
812820|38
812880|38
812930|38
813110|38
813300|38
814260|38
814290|38
814330|38
814640|38
814940|38
814960|38
815320|38
815330|38
815540|38
815780|38
815860|38
816180|38
816240|38
816310|38
816320|38
816380|38
816490|38
816500|38
816620|38
816630|38
816720|38
816780|38
816870|38
816890|38
817180|38
817210|38
817270|38
817300|38
817370|38
817390|38
817700|38
817710|38
817760|38
817830|38
818080|38
818830|38
818990|8899
819080|38
819230|38
819290|38
819320|38
819330|38
819700|38
819740|38
819810|38
820060|38
820140|38
820180|38
820230|38
820270|38
820480|38
820530|38
820730|38
821000|38
821010|38
821030|38
821060|38
821360|38
821460|38
821500|38
821820|38
822340|3425
822350|8899
822370|1426
822380|8372
822390|3425
822430|38
822780|38
822960|38
822990|38
823020|38
823480|38
823550|38
823840|38
824310|38
824360|38
824420|38
824490|1426
824540|38
824680|38
824880|38
824920|38
824990|38
825000|38
825310|38
825910|38
827010|38
827030|38
827210|38
827560|38
827610|38
827950|38
827970|38
828260|38
828330|38
828550|38
828730|38
829060|38
829150|38
829170|38
829430|38
829700|38
830050|38
830490|38
831410|38
831490|38
832080|38
832230|38
832500|38
832550|38
832680|38
833090|38
833320|38
833570|38
833700|38
833960|38
834050|38
834150|38
834240|38
834390|38
834420|38
834500|38
834520|38
834570|38
834620|38
834740|38
834750|38
834760|38
834910|38
834990|38
835020|38
835570|38
835700|38
835760|38
835900|38
835910|38
835950|38
836330|38
836390|38
836510|38
836670|38
836710|38
836780|38
836790|38
836860|38
836980|38
837120|38
837130|38
837200|38
837280|38
837300|38
837360|38
837640|38
838110|38
838230|38
838270|38
838370|38
838530|38
838810|38
839090|38
839100|38
839440|38
839450|38
839510|38
839590|38
839640|38
840010|38
840110|38
840120|38
840140|38
840560|38
840910|38
841000|38
841230|38
841290|38
841710|38
841890|38
841930|38
841960|38
842110|38
842640|38
843380|38
843610|38
843900|38
843990|38
844260|38
844590|38
844890|38
844970|38
845200|38
845490|38
845780|38
846120|38
846310|38
846480|38
846620|38
846720|38
846750|38
846830|38
847080|38
847140|38
847200|38
847310|38
847390|38
847550|1426
847720|38
847790|38
847810|38
847950|38
848400|38
848430|38
848520|38
848590|38
848870|38
849130|38
849140|38
849150|38
849210|38
849580|38
849810|38
849920|38
849990|8899
850020|3425
850190|38
850210|38
850220|38
850270|38
850480|38
850620|38
851160|38
851260|38
851710|38
851860|38
851870|38
852160|38
852310|38
852370|38
852450|38
852470|38
862460|8888
868790|7998
868800|2983
868810|38
868830|3425
876740|8888
880710|8888
881020|38
885170|8888
885220|8888
891390|8888
907300|7767
910350|38
912030|8899
912050|8888
926550|38
926640|941
928460|2196
930980|8354
934620|38
934630|38
934690|8354
935740|8899
935780|8888
937240|2196
947900|2196
966590|8899
966650|8888
978340|8899
978510|8888
980810|38
980830|7767
983590|8899
983630|7767
996050|2196
1004810|8354
1004840|8354
1004870|941
1013440|8354
1013540|8899
1015330|8888
1018790|2196
1020520|2196
1035710|2196
1038040|2196
1038400|2196
1038490|2196
1042200|2196
1045450|8899
1046070|8899
1047320|8899
1049070|8899
1050170|8899
1050320|8899
1050960|8899
1051040|8899
1051090|8899
1053250|8899
1055100|8899
1055140|8899
1064280|3501
1064310|8888
1068950|7767
1068980|4936
1069020|8888
1074300|2714
1078880|2263
1098910|941
1102500|8888
1102520|3715
1102540|7767
1102570|941
1105520|8899
1105860|8899
1105930|8899
1106020|8899
1106100|8899
1106210|8899
1106220|8899
1106270|8899
1106340|8899
1106620|8899
1106880|8899
1106900|8899
1106950|8899
1106970|8899
1107010|8899
1107030|8899
1107200|8899
1107270|8899
1107340|8899
1107360|8899
1107370|8899
1107380|8899
1107390|8899
1107400|8899
1107470|8899
1108130|8899
1108150|8899
1108250|8899
1108270|8899
1108280|8899
1108300|8899
1108330|8899
1108390|8899
1108410|8899
1108430|8899
1108510|8899
1108520|8899
1108570|8899
1108600|8899
1108670|8899
1108750|8899
1108790|8899
1108860|8899
1108880|8899
1108900|8899
1108980|8899
1109080|8899
1114660|3501
1114710|8888
1125280|7767
1125310|7767
1125320|7767
1125330|941
1125360|941
1125400|7767
1125410|7767
1125430|941
1125440|941
1125450|941
1125480|941
1125940|7767
1126780|7767
1126850|7767
1126880|7767
1127100|7767
1127120|7767
1127140|7767
1127760|7767
1127790|7767
1128200|7767
1128210|7767
1128260|7767
1128270|7767
1128300|7767
1129700|1219
1131120|941
1132040|941
1132050|884
1132100|1219
1132110|884
1132130|1219
1132190|941
1132680|941
1133120|941
1134130|1219
1134140|941
1134150|884
1134290|941
1134330|884
1135360|884
1135640|941
1135680|941
1135720|1219
1136790|941
1136800|884
1137210|941
1137240|941
1137780|941
1137800|1219
1137920|941
1138260|884
1138270|941
1138330|884
1138350|1219
1138360|941
1138380|941
1139510|941
1139680|1219
1139690|941
1140290|941
1143040|941
1144850|941
1144880|941
1145050|1219
1145070|941
1145120|1219
1145140|884
1145180|884
1146230|941
1146240|941
1146510|941
1150410|941
1152340|941
1152360|884
1152980|941
1153000|941
1163710|8723
1166990|9633
1199370|9633
1217030|9633
1217040|9633
1217050|9633
1217060|9633
1217070|9633
1217080|9633
1217090|9633
1217100|9633
1217110|9633
1217120|9633
1217130|9633
1217140|9633
1217150|9633
1217160|9633
1217170|9633
1217180|9633
1217190|9633
1217200|1489
1217210|1489
1217220|1489
1217230|1489
1217240|1489
1217250|1489
1217260|1489
1217270|1489
1217280|1489
1217290|1489
1217300|1489
1217310|1489
1217320|1489
1217330|1489
1217340|1489
1217350|1489
1217360|1489
1217370|1489
1217380|1489
1217390|1489
1217400|1489
1217410|1489
1217420|1489
1217430|1489
1217440|1489
1217450|1489
1217460|1489
1217470|1489
1217480|1489
1217490|1489
1217500|1489
1217510|1489
1217520|1489
1217530|1489
1217540|1489
1217550|1489
1217560|1489
1217570|1489
1217580|1489
1217590|1489
1217600|1489
1217610|1489
1217620|1489
1217630|1489
1217640|1489
1217650|1489
1217660|1489
1217670|1489
1217680|1489
1217690|1489
1217700|1489
1217710|1489
1217720|1489
1217730|1489
1217740|1489
1217750|1489
1217760|1489
1217770|1489
1217780|1489
1217790|1489
1217800|1489
1217810|1489
1217820|1489
1217830|1489
1217840|1489
1217850|1489
1217860|1489
1217870|1489
1217880|1489
1217890|1489
1217900|1489
1217910|1489
1217920|1489
1217930|1489
1217940|1489
1217950|1489
1217960|1489
1217970|1489
1217980|1489
1217990|1489
1218000|1489
1218010|1489
1218020|1489
1218030|1489
1218040|1489
1218050|1489
1218060|1489
1218070|1489
1218080|1489
1218090|1489
1218100|1489
1218110|1489
1218120|1489
1218130|1489
1218140|1489
1218150|1489
1218160|1489
1218170|1489
1218180|1489
1218190|1489
1218200|1489
1218210|1489
1218220|1489
1218230|1489
1218240|1489
1218250|1489
1218260|1489
1218270|1489
1218280|1489
1218290|1489
1218300|1489
1218310|1489
1218320|1489
1218330|1489
1218340|1489
1218350|1489
1218360|1489
1218370|1489
1218380|1489
1218390|1489
1218400|1489
1218410|1489
1218420|1489
1218430|1489
1218440|1489
1218450|1489
1218460|1489
1218470|1489
1218480|1489
1218490|1489
1218500|1489
1218510|1489
1218520|1489
1218530|1489
1218540|1489
1218550|1489
1218560|1489
1218570|1489
1218580|1489
1218590|1489
1218600|1489
1218610|1489
1218620|1489
1218630|1489
1218640|1489
1218650|1489
1218660|1489
1218670|1489
1218680|1489
1218690|1489
1218700|1489
1218710|1489
1218720|1489
1218730|1489
1218740|1489
1218750|1489
1218760|1489
1218770|1489
1218780|1489
1218790|1489
1218800|1489
1218810|1489
1218820|1489
1218830|1489
1218840|1489
1218850|1489
1218860|1489
1218870|1489
1218880|1489
1218890|1489
1218900|1489
1218910|1489
1218920|1489
1218930|1489
1218940|1489
1218950|1489
1218960|1489
1218970|1489
1218980|1489
1218990|1489
1219000|1489
1219010|1489
1219020|1489
1219030|1489
1219040|1489
1219050|1489
1219060|1489
1219070|1489
1219080|1489
1219090|1489
1219100|1489
1219110|1489
1219120|1489
1219130|1489
1219140|1489
1219150|1489
1219160|1489
1219170|1489
1219180|1489
1219190|1489
1219200|1489
1219210|1489
1219220|1489
1219230|1489
1219240|1489
1219250|1489
1219260|1489
1219270|1489
1219280|1489
1219290|1489
1219300|1489
1219310|1489
1219320|1489
1223440|4814
1236500|4814
1236510|4814
1256490|1734
1256530|1734
1277810|9569
1280280|9569
1280530|9569
1285310|7868
1285370|9569
1289890|7868
1290250|7868
1290320|7868
1293040|9569
1295570|7868
1295590|3568
1295610|7868
1295630|3910
1297880|9569
1298820|9569
1298870|9569
1299000|9569
1299730|5805
1299770|1489
1302000|1489
1302010|4960
1302980|9569
1303010|9569
1306120|9569
1308510|7868
1311120|9569
1312260|9569
1313110|9569
1313160|7868
1313210|7868
1315870|9569
1323340|9569
1327270|9569
1330510|9569
1330830|1734
1330840|1734
1330850|1734
1330860|1734
1330870|1734
1330880|1734
1330890|1734
1330900|1734
1330910|1734
1330920|1734
1330930|1734
1330940|1734
1330950|1734
1330960|1734
1330970|1734
1330980|1734
1330990|1734
1331000|1734
1331010|1734
1331020|1734
1331030|1734
1331040|1734
1331050|1734
1331060|1734
1331070|1734
1331080|1734
1331090|1734
1331100|1734
1331110|1734
1331120|1734
1331130|1734
1331140|1734
1331150|1734
1331160|1734
1331170|1734
1331180|1734
1331190|1734
1331200|1734
1331210|1734
1331220|1734
1331230|1734
1331240|1734
1331250|1734
1331260|1734
1331270|1734
1331280|1734
1331290|1734
1331300|1734
1331310|1734
1331320|1734
1331330|1734
1331340|1734
1331350|1734
1331360|1734
1331370|1734
1331380|1734
1331390|1734
1331400|1734
1331410|1734
1331420|1734
1331430|1734
1331440|1734
1331450|1734
1331460|1734
1331470|1734
1331480|1734
1331490|1734
1331500|1734
1331510|1734
1331520|1734
1331530|1734
1331540|1734
1331550|1734
1331560|1734
1331570|1734
1331580|1734
1331590|1734
1331600|1734
1331610|1734
1331620|1734
1331630|1734
1331640|1734
1331650|1734
1331660|1734
1331670|1734
1331680|1734
1331690|1734
1331700|1734
1331710|1734
1331720|1734
1331730|1734
1331740|1734
1331750|1734
1331760|1734
1331770|1734
1331780|1734
1331790|1734
1331800|1734
1331810|1734
1331820|1734
1331830|1734
1331840|1734
1331850|1734
1331860|1734
1331870|1734
1331880|1734
1331890|1734
1331900|1734
1331910|1734
1331920|1734
1331930|1734
1331940|1734
1331950|1734
1331960|1734
1331970|1734
1331980|1734
1331990|1734
1332000|1734
1332010|1734
1332020|1734
1332030|1734
1332040|1734
1332050|1734
1332060|1734
1332070|1734
1332080|1734
1332090|1734
1332100|1734
1332110|1734
1332120|1734
1332130|1734
1332140|1734
1332150|1734
1332160|1734
1332170|1734
1332180|1734
1332190|1734
1332200|1734
1332210|1734
1332220|1734
1332230|1734
1332240|1734
1332250|1734
1332260|1734
1332270|1734
1332280|1734
1332290|1734
1332300|1734
1332310|1734
1332320|1734
1332330|1734
1332340|1734
1332350|1734
1332360|1734
1332370|1734
1332380|1734
1332390|1734
1332400|1734
1332410|1734
1332420|1734
1332430|1734
1332440|1734
1332450|1734
1332460|1734
1332470|1734
1332480|1734
1332490|1734
1332500|1734
1332510|1734
1332520|1734
1332530|1734
1332540|7271
1332550|7271
1332560|1734
1332570|7271
1332580|7271
1332590|7271
1332600|7271
1332610|7271
1332620|7271
1332630|1734
1332640|7271
1332650|1734
1332660|1734
1332670|1734
1332680|1734
1332690|1734
1332700|1734
1332710|1734
1332720|1734
1332730|1734
1332740|1734
1332750|1734
1332760|7271
1332770|1734
1332780|1734
1332790|7271
1332800|7271
1332810|7271
1332820|7271
1332830|7271
1332840|1734
1332850|1734
1332860|1734
1332870|1734
1332880|1734
1332890|7271
1332900|1734
1332910|7271
1332920|1734
1332930|1734
1332940|1734
1332950|1734
1332960|1734
1332970|1734
1332980|1734
1332990|1734
1333000|1734
1333010|1734
1333020|1734
1333030|1734
1333040|1734
1333050|1734
1333060|1734
1333070|1734
1333080|1734
1333090|1734
1333100|1734
1333110|1734
1333120|1734
1333130|1734
1333140|1734
1333150|1734
1333160|1734
1333170|1734
1333180|1734
1333190|1734
1333200|1734
1333210|1734
1333220|7271
1333230|7271
1333240|1734
1333250|1734
1333260|1734
1333270|7271
1333280|1734
1333290|7271
1333300|7271
1333310|7271
1333320|1734
1333330|1734
1333340|1734
1333350|1734
1333360|7271
1333370|7271
1333380|1734
1333390|7271
1333400|7271
1333410|1734
1333420|1734
1333430|7271
1333440|1734
1333450|1734
1333460|7271
1333470|7271
1333480|7271
1333490|1734
1333500|7271
1333510|1734
1333520|7271
1333530|7271
1333540|1734
1333550|1734
1333560|1734
1333570|1734
1333580|1734
1333590|1734
1333600|1734
1333610|1734
1333620|7271
1333630|7271
1333640|1734
1333650|1734
1333660|1734
1333670|1734
1333680|1734
1333690|1734
1333700|1734
1333710|1734
1333720|1734
1333730|1734
1333740|1734
1333750|1734
1333760|1734
1333770|1734
1333780|1734
1333790|1734
1333800|1734
1333810|1734
1333820|1734
1333830|1734
1333840|1734
1333850|1734
1333860|1734
1333870|7271
1333880|7271
1333890|1734
1333900|1734
1333910|1734
1333920|1734
1333930|7271
1333940|1734
1333950|1734
1333960|7271
1333970|1734
1333980|7271
1333990|7271
1334000|7271
1334010|7271
1334020|7271
1334030|7271
1334040|1734
1334050|7271
1334060|1734
1334070|1734
1334080|1734
1334090|1734
1334100|1734
1334110|1734
1334120|1734
1334130|1734
1334140|1734
1334150|1734
1334160|1734
1334170|1734
1334180|1734
1334190|1734
1334200|1734
1334210|1734
1334220|1734
1334230|1734
1334240|1734
1334250|1734
1334260|1734
1334270|1734
1334280|1734
1334290|1734
1334300|1734
1334310|1734
1334320|1734
1334330|1734
1334340|1734
1334350|1734
1334360|1734
1334370|1734
1334380|1734
1334390|1734
1334610|6776
1334620|6776
1334700|6776
1334780|6776
1335200|6776
1335210|6776
1335260|6776
1335900|6776
1336170|6776
1336730|6776
1338130|6776
1338240|6776
1338290|6776
1338530|6776
1338540|6776
1338620|6776
1338650|6776
1338670|6776
1338690|6776
1338700|6776
1338770|2791
1339840|6776
1340170|2791
1340290|7868
1340320|6776
1340410|6776
1340430|6776
1340590|6776
1340610|6776
1340640|6776
1341120|6776
1341150|6776
1341850|2791
1341930|3767
1341940|7868
1342190|6776
1344030|2791
1344740|3767
1349470|1734
1349580|1734
1349710|2791
1349740|7271
1350350|7271
1354230|1734
1354300|1734
1357250|1734
1359750|3568
1360010|7271
1366700|7271
1366720|7868
1368300|7271
1368340|3910
1368350|7868
1373440|7271
1376500|1734
1377140|1734
1377180|1734
1377200|1734
1377230|1734
1380720|7271
1380790|7271
1382410|7271
1382450|7271
1403810|7868
1407100|7868
1414420|1734
1414930|7868
1415000|1734
1420190|1734
1420230|8552
1425170|1734
1428770|1734
1428790|1734
1428810|1734
1428840|1734
1428850|7868
1428860|7271
1428870|7271
1428880|7271
1428890|7271
1428900|7271
1428910|7271
1428920|7868
1428930|7271
1428940|7271
1428950|7271
1428960|7868
1428970|7868
1428980|7271
1428990|7271
1429000|7868
1429010|7868
1429020|7271
1429030|7868
1429040|7271
1429050|7271
1429060|7271
1429070|7868
1429080|7271
1429090|7868
1429100|7271
1429110|7271
1429120|7271
1429130|7271
1429140|7868
1429150|7271
1429160|7271
1429170|7868
1429180|7271
1429190|7868
1429200|7271
1429210|7868
1429220|7271
1429230|7868
1429240|7271
1429250|7271
1429260|7868
1429270|7868
1429280|7868
1429290|7868
1429300|7868
1429310|7271
1429320|7271
1429330|7271
1429340|7868
1429350|7271
1429360|7868
1429370|7271
1429380|7868
1429390|7271
1429400|7868
1429410|7868
1429420|7271
1429430|7271
1429440|7271
1429450|7271
1429460|7868
1429470|7271
1429480|7271
1429490|7868
1429500|7271
1429510|7271
1429520|7868
1429530|7271
1429540|7271
1429550|7271
1429560|7868
1429570|7868
1429580|7271
1429590|7271
1429600|7868
1429610|7868
1429620|7271
1429630|7271
1429640|7868
1429650|7868
1429660|7868
1429670|7868
1429680|7271
1429690|7271
1429700|7868
1429710|7271
1429720|7868
1429730|7868
1429740|7868
1429750|7868
1429760|7868
1429770|7868
1429780|7271
1429790|7868
1429800|7271
1429810|7868
1429820|7271
1429830|7868
1429840|7271
1429850|7868
1429860|7271
1429870|7271
1429880|7271
1429890|7271
1429900|7868
1429910|7271
1429920|7868
1429930|7271
1429940|7868
1429950|7868
1429960|7271
1429970|7868
1429980|7868
1429990|7271
1430000|7868
1430010|7271
1430020|7271
1430030|7271
1430040|7868
1430050|7868
1430060|7868
1430070|7271
1430080|7868
1430090|7271
1430100|7271
1430110|7271
1430120|7868
1430130|7271
1430140|7271
1431670|8285
1432130|8285
1433370|8285
1434020|8285
1434040|8285
1436180|8285
1436690|8285
1436700|8285
1439910|8285
1446610|8285
1449430|8285
1449460|8285
1449860|8285
1450080|8285
1450880|8285
1451870|8285
1451900|8285
1453140|8285
1454740|8285
1454780|8285
1454840|8285
1454850|8285
1455630|8285
1457820|8285
1457900|8285
1458130|8285
1463410|8285
1463440|8285
1463480|8285
1463490|8285
1463860|8285
1463930|8285
1464790|8285
1464810|8285
1464860|8285
1466480|8285
1466570|8285
1466710|8285
1467050|8285
1467070|8285
1467140|8285
1470370|8285
1471350|1734
1471380|1734
1471400|1734
1471450|1734
1473090|1734
1473100|3568
1473110|1734
1473120|3568
1473190|1734
1473510|1734
1473520|1734
1473540|1734
1473810|1734
1473820|1734
1473920|1734
1473950|1734
1474050|1734
1476590|3568
1476630|1734
1476890|3568
1476910|1734
1478420|1734
1478440|1734
1478450|1734
1478490|1734
1478500|1734
1489430|8552
1493870|5839
1502830|8552
1505220|7271
1505230|7271
1505240|7271
1505250|7271
1505260|7271
1505270|7271
1505280|7271
1505290|7271
1505300|7271
1505310|7271
1505320|7271
1505330|7271
1505340|7271
1505350|7271
1505360|7271
1505370|7271
1505380|7271
1505390|7271
1505400|7271
1505410|7271
1505420|7271
1505430|7271
1505440|7271
1505450|7271
1505460|7271
1505470|7271
1505480|7271
1505490|7271
1505500|7271
1505510|7271
1505520|7271
1505530|7271
1505540|7271
1505550|7271
1505560|7271
1505570|7271
1505580|7271
1505660|3568
1505700|3568
1505730|3568
1505750|5153
1505790|3568
1505810|5153
1505820|5153
1507820|5153
1507830|5153
1507890|5153
1508720|3755
1516390|3755
1516410|9569
1516420|9569
1524410|6488
1526510|6488
1547910|7454
1547970|7454
1547980|5409
1566190|7454
1566250|5839
1566650|5839
1566670|5839
1566680|5839
1566700|1257
1566730|5839
1566740|5839
1582240|2618
1588900|1734
1589270|1734
1589280|1734
1589350|1734
1590190|1734
1590280|1734
1590310|1734
1590380|1734
1590430|1734
1590480|1734
1590960|1734
1590970|1734
1591130|1734
1591140|1734
1591240|1734
1591260|1734
1591480|1734
1591520|1734
1591550|1734
1591580|1734
1591620|1734
1591630|1734
1591730|1734
1591760|1734
1592080|1734
1592090|1734
1592110|1734
1592120|1734
1592200|1734
1592290|1734
1592320|1734
1592350|1734
1592400|1734
1592410|1734
1592460|1734
1592480|1734
1592560|1734
1592630|1734
1592740|1734
1592980|1734
1592990|1734
1593040|1734
1593120|1734
1593180|1734
1593340|1734
1593360|1734
1593380|1734
1593400|1734
1593520|1734
1593630|1734
1593710|1734
1593750|1734
1593800|1734
1593910|1734
1594150|1734
1594160|1734
1594170|1734
1594180|1734
1594200|1734
1594220|1734
1594280|1734
1594290|1734
1594390|1734
1594410|1734
1594710|1734
1594720|1734
1594730|1734
1594760|1734
1594810|1734
1594910|1734
1594940|1734
1595070|1734
1595200|1734
1595210|1734
1595220|1734
1595270|1734
1595480|1734
1595510|1734
1595570|1734
1595620|1734
1595640|1734
1595680|1734
1595700|1734
1595740|1734
1595780|1734
1595840|1734
1595890|1734
1595900|1734
1595970|1734
1596070|1734
1596180|1734
1596680|1734
1596950|1734
1597590|1734
1598020|1734
1598030|1734
1598080|1734
1598230|1734
1598290|1734
1598330|1734
1598340|1734
1598390|1734
1598910|1734
1598920|1734
1599010|1734
1599070|1734
1599180|1734
1599300|1734
1599500|1734
1599610|1734
1599710|1734
1599850|1734
1599870|1734
1599890|1734
1599900|1734
1599930|1734
1600060|1734
1600100|1734
1600170|1734
1600240|1734
1600310|1734
1600320|1734
1600330|1734
1601090|1734
1601100|1734
1601170|1734
1601200|1734
1601290|1734
1601320|1734
1601860|1734
1601890|1734
1601900|1734
1601990|1734
1602030|1734
1602340|1734
1602350|1734
1602420|1734
1602440|1734
1602590|1734
1602600|1734
1602610|1734
1602670|1734
1602690|1734
1602700|1734
1602790|1734
1602870|1734
1602930|1734
1602970|1734
1603020|1734
1603110|1734
1603430|1734
1603530|1734
1603630|1734
1603970|1734
1604010|1734
1604020|1734
1604040|1734
1604050|1734
1604090|1734
1604160|1734
1604200|1734
1604210|1734
1604330|1734
1604350|1734
1604580|1734
1604790|1734
1604810|1734
1604900|1734
1604940|1734
1605000|1734
1605030|1734
1605070|1734
1605110|1734
1605160|1734
1605230|1734
1605260|1734
1605270|1734
1605280|1734
1605290|1734
1605410|1734
1605490|1734
1605500|1734
1605510|1734
1605570|1734
1605780|1734
1605910|1734
1605940|1734
1605950|1734
1606360|1734
1606600|1734
1606700|1734
1606710|1734
1606820|1734
1606870|1734
1606930|1734
1607290|1734
1607370|1734
1607390|1734
1607830|1734
1607860|1734
1607890|1734
1607910|1734
1607970|1734
1607980|1734
1608160|1734
1608170|1734
1608290|1734
1608610|1734
1608910|1734
1608940|1734
1609020|1734
1609180|1734
1609190|1734
1609230|1734
1609260|1734
1609270|1734
1609280|1734
1609340|1734
1609360|1734
1609370|1734
1609380|1734
1609510|1734
1609730|1734
1609770|1734
1609780|1734
1609880|1734
1610370|1734
1610400|1734
1610430|1734
1610440|1734
1610530|1734
1610550|1734
1610570|1734
1610660|1734
1610740|1734
1610770|1734
1610810|1734
1610820|1734
1610840|1734
1611090|1734
1611210|1734
1611230|1734
1611400|1734
1611410|1734
1611430|1734
1611540|1734
